ID,Project,Department name,Department code,Owner,Close date,Usage Date,Wallclock,Units,Rate,Cost,Account
1442,,eddy,093203,jungs,02-28-2007,02-01-2007,3460735,961,0.11,105.75,51612
1443,,eddy,093203,jungs,02-28-2007,02-02-2007,40223744,11173,0.11,1229.06,51612
1444,,eddy,093203,jungs,02-28-2007,02-03-2007,6250791,1736,0.11,191.00,51612
1445,,eddy,093203,jungs,02-28-2007,02-04-2007,16210790,4503,0.11,495.33,51612
1446,,eddy,093203,jungs,02-28-2007,02-05-2007,14609170,4058,0.11,446.39,51612
1447,,eddy,093203,jungs,02-28-2007,02-07-2007,4369641,1214,0.11,133.52,51612
1448,,eddy,093203,jungs,02-28-2007,02-09-2007,9393141,2609,0.11,287.01,51612
1449,,eddy,093203,jungs,02-28-2007,02-10-2007,2283974,634,0.11,69.79,51612
1450,,eddy,093203,jungs,02-28-2007,02-11-2007,10309964,2864,0.11,315.03,51612
1451,,eddy,093203,jungs,02-28-2007,02-21-2007,32121,9,0.11,0.98,51612
1452,,eddy,093203,jungs,02-28-2007,02-26-2007,3987336,1108,0.11,121.83,51612
1453,,eddy,093203,jungs,02-28-2007,02-27-2007,8639789,2400,0.11,263.99,51612
1454,,eddy,093203,kolbed,02-28-2007,02-16-2007,227,0,0.11,0.01,51612
1455,,eddy,093203,nawrockie,02-28-2007,02-06-2007,1322500,367,0.11,40.41,51612
1456,,eddy,093203,nawrockie,02-28-2007,02-07-2007,325518,90,0.11,9.95,51612
1457,,eddy,093203,nawrockie,02-28-2007,02-08-2007,483308,134,0.11,14.77,51612
1458,,eddy,093203,nawrockie,02-28-2007,02-09-2007,56246,16,0.11,1.72,51612
1459,,eddy,093203,nawrockie,02-28-2007,02-10-2007,159490,44,0.11,4.87,51612
1460,,eddy,093203,nawrockie,02-28-2007,02-11-2007,10100,3,0.11,0.31,51612
1461,,eddy,093203,nawrockie,02-28-2007,02-12-2007,1823,1,0.11,0.06,51612
1462,,eddy,093203,nawrockie,02-28-2007,02-13-2007,322572,90,0.11,9.86,51612
1463,,eddy,093203,nawrockie,02-28-2007,02-14-2007,171921,48,0.11,5.25,51612
1464,,eddy,093203,nawrockie,02-28-2007,02-15-2007,107285,30,0.11,3.28,51612
1465,,eddy,093203,nawrockie,02-28-2007,02-16-2007,125636,35,0.11,3.84,51612
1466,,eddy,093203,nawrockie,02-28-2007,02-19-2007,92595,26,0.11,2.83,51612
1467,,eddy,093203,nawrockie,02-28-2007,02-20-2007,332908,92,0.11,10.17,51612
1468,,eddy,093203,nawrockie,02-28-2007,02-21-2007,100030,28,0.11,3.06,51612
1469,,eddy,093203,nawrockie,02-28-2007,02-22-2007,605031,168,0.11,18.49,51612
1470,,eddy,093203,nawrockie,02-28-2007,02-23-2007,493884,137,0.11,15.09,51612
1471,,eddy,093203,nawrockie,02-28-2007,02-24-2007,30135,8,0.11,0.92,51612
1472,,eddy,093203,nawrockie,02-28-2007,02-25-2007,433155,120,0.11,13.24,51612
1473,,eddy,093203,nawrockie,02-28-2007,02-26-2007,323933,90,0.11,9.90,51612
1474,,eddy,093203,nawrockie,02-28-2007,02-27-2007,81649,23,0.11,2.49,51612
1475,,eddy,093203,nawrockie,02-28-2007,02-28-2007,103319,29,0.11,3.16,51612
1476,,eddy,093203,rivase,02-28-2007,02-21-2007,170556,47,0.11,5.21,51612
1477,,eddy,093203,rivase,02-28-2007,02-22-2007,1070236,297,0.11,32.70,51612
1478,,eddy,093203,rivase,02-28-2007,02-23-2007,2829692,786,0.11,86.46,51612
1479,,eddy,093203,rivase,02-28-2007,02-24-2007,738266,205,0.11,22.56,51612
1480,,eddy,093203,rivase,02-28-2007,02-25-2007,1211358,336,0.11,37.01,51612
1481,,eddy,093203,rivase,02-28-2007,02-26-2007,3271773,909,0.11,99.97,51612
1482,,eddy,093203,rivase,02-28-2007,02-27-2007,1849365,514,0.11,56.51,51612
1483,,eddy,093203,rivase,02-28-2007,02-28-2007,2713690,754,0.11,82.92,51612
1484,,eddy,093203,wongt,02-28-2007,02-05-2007,1,0,0.11,0.00,51612
1485,,eddy,093203,wongt,02-28-2007,02-06-2007,59499,17,0.11,1.82,51612
1486,,eddy,093203,wongt,02-28-2007,02-07-2007,23478,7,0.11,0.72,51612
1487,,eddy,093203,wongt,02-28-2007,02-08-2007,23845,7,0.11,0.73,51612
1488,,eddy,093203,wongt,02-28-2007,02-09-2007,15658,4,0.11,0.48,51612
1489,,looger,093209,loogerl,02-28-2007,02-07-2007,38,0,0.11,0.00,51612
1490,,looger,093209,loogerl,02-28-2007,02-08-2007,7,0,0.11,0.00,51612
1491,,looger,093209,loogerl,02-28-2007,02-10-2007,18938,5,0.11,0.58,51612
1492,,looger,093209,loogerl,02-28-2007,02-11-2007,4234,1,0.11,0.13,51612
1493,,looger,093209,loogerl,02-28-2007,02-12-2007,4825,1,0.11,0.15,51612
1494,,looger,093209,loogerl,02-28-2007,02-20-2007,2339,1,0.11,0.07,51612
1495,,looger,093209,loogerl,02-28-2007,02-21-2007,461,0,0.11,0.01,51612
1496,,summers,076100,cheny,03-31-2007,03-01-2007,18057,5,0.11,0.55,51612
1497,,summers,076100,cheny,03-31-2007,03-11-2007,837,0,0.11,0.03,51612
1498,,summers,076100,cheny,03-31-2007,03-30-2007,6,0,0.11,0.00,51612
1508,,myers,093201,pengh,03-31-2007,03-04-2007,1084,0,0.11,0.03,51612
1509,,myers,093201,pengh,03-31-2007,03-05-2007,22716,6,0.11,0.69,51612
1510,,myers,093201,pengh,03-31-2007,03-06-2007,73620,20,0.11,2.25,51612
1511,,myers,093201,pengh,03-31-2007,03-07-2007,134386,37,0.11,4.11,51612
1512,,myers,093201,pengh,03-31-2007,03-08-2007,29102,8,0.11,0.89,51612
1513,,myers,093201,pengh,03-31-2007,03-09-2007,50236,14,0.11,1.53,51612
1514,,myers,093201,pengh,03-31-2007,03-10-2007,34489,10,0.11,1.05,51612
1515,,myers,093201,pengh,03-31-2007,03-12-2007,19782,6,0.11,0.61,51612
1516,,myers,093201,pengh,03-31-2007,03-16-2007,43646,12,0.11,1.33,51612
1517,,myers,093201,pengh,03-31-2007,03-17-2007,1734,0,0.11,0.05,51612
1518,,myers,093201,pengh,03-31-2007,03-19-2007,7861,2,0.11,0.24,51612
1519,,myers,093201,pengh,03-31-2007,03-20-2007,82954,23,0.11,2.53,51612
1520,,myers,093201,pengh,03-31-2007,03-28-2007,1175,0,0.11,0.04,51612
1521,,myers,093201,pengh,03-31-2007,03-29-2007,51475,14,0.11,1.57,51612
1522,,myers,093201,pengh,03-31-2007,03-30-2007,17231,5,0.11,0.53,51612
1523,,myers,093201,pengh,03-31-2007,03-31-2007,22473,6,0.11,0.69,51612
1524,,eddy,093203,coventrya,03-31-2007,03-01-2007,10540016,2928,0.11,322.06,51612
1525,,eddy,093203,coventrya,03-31-2007,03-03-2007,222713,62,0.11,6.80,51612
1526,,eddy,093203,coventrya,03-31-2007,03-04-2007,6079415,1689,0.11,185.76,51612
1527,,eddy,093203,coventrya,03-31-2007,03-05-2007,10344805,2874,0.11,316.09,51612
1528,,eddy,093203,coventrya,03-31-2007,03-07-2007,154934,43,0.11,4.73,51612
1529,,eddy,093203,coventrya,03-31-2007,03-08-2007,173270,48,0.11,5.29,51612
1530,,eddy,093203,coventrya,03-31-2007,03-09-2007,507487,141,0.11,15.51,51612
1531,,eddy,093203,coventrya,03-31-2007,03-10-2007,6663843,1851,0.11,203.62,51612
1532,,eddy,093203,coventrya,03-31-2007,03-12-2007,32658,9,0.11,1.00,51612
1533,,eddy,093203,coventrya,03-31-2007,03-13-2007,286783,80,0.11,8.76,51612
1534,,eddy,093203,coventrya,03-31-2007,03-14-2007,101127,28,0.11,3.09,51612
1535,,eddy,093203,coventrya,03-31-2007,03-15-2007,441572,123,0.11,13.49,51612
1536,,eddy,093203,coventrya,03-31-2007,03-22-2007,89910,25,0.11,2.75,51612
1537,,eddy,093203,coventrya,03-31-2007,03-23-2007,2640896,734,0.11,80.69,51612
1538,,eddy,093203,coventrya,03-31-2007,03-24-2007,2863337,795,0.11,87.49,51612
1539,,eddy,093203,coventrya,03-31-2007,03-26-2007,1757492,488,0.11,53.70,51612
1540,,eddy,093203,coventrya,03-31-2007,03-27-2007,93726,26,0.11,2.86,51612
1541,,eddy,093203,eddys,03-31-2007,03-23-2007,124527,35,0.11,3.80,51612
1542,,eddy,093203,jonest,03-31-2007,03-05-2007,8115,2,0.11,0.25,51612
1543,,eddy,093203,jonest,03-31-2007,03-06-2007,28560,8,0.11,0.87,51612
1544,,eddy,093203,jungs,03-31-2007,03-06-2007,143977,40,0.11,4.40,51612
1545,,eddy,093203,jungs,03-31-2007,03-07-2007,328345,91,0.11,10.03,51612
1546,,eddy,093203,jungs,03-31-2007,03-08-2007,3234022,898,0.11,98.82,51612
1547,,eddy,093203,jungs,03-31-2007,03-09-2007,39493327,10970,0.11,1206.74,51612
1548,,eddy,093203,jungs,03-31-2007,03-10-2007,34254166,9515,0.11,1046.66,51612
1549,,eddy,093203,jungs,03-31-2007,03-11-2007,1153126,320,0.11,35.23,51612
1550,,eddy,093203,jungs,03-31-2007,03-12-2007,3356015,932,0.11,102.55,51612
1551,,eddy,093203,jungs,03-31-2007,03-13-2007,1672,0,0.11,0.05,51612
1552,,eddy,093203,jungs,03-31-2007,03-14-2007,5028068,1397,0.11,153.64,51612
1553,,eddy,093203,jungs,03-31-2007,03-15-2007,6157488,1710,0.11,188.15,51612
1554,,eddy,093203,jungs,03-31-2007,03-16-2007,35311927,9809,0.11,1078.98,51612
1555,,eddy,093203,jungs,03-31-2007,03-17-2007,64650635,17959,0.11,1975.44,51612
1556,,eddy,093203,jungs,03-31-2007,03-18-2007,58609003,16280,0.11,1790.83,51612
1557,,eddy,093203,jungs,03-31-2007,03-19-2007,3735112,1038,0.11,114.13,51612
1558,,eddy,093203,jungs,03-31-2007,03-20-2007,227720,63,0.11,6.96,51612
1559,,eddy,093203,jungs,03-31-2007,03-21-2007,4456199,1238,0.11,136.16,51612
1560,,eddy,093203,jungs,03-31-2007,03-22-2007,209380958,58161,0.11,6397.75,51612
1561,,eddy,093203,jungs,03-31-2007,03-23-2007,49801261,13834,0.11,1521.70,51612
1562,,eddy,093203,jungs,03-31-2007,03-24-2007,53903928,14973,0.11,1647.06,51612
1563,,eddy,093203,jungs,03-31-2007,03-25-2007,46151645,12820,0.11,1410.19,51612
1564,,eddy,093203,jungs,03-31-2007,03-26-2007,3963911,1101,0.11,121.12,51612
1565,,eddy,093203,jungs,03-31-2007,03-27-2007,3085225,857,0.11,94.27,51612
1566,,eddy,093203,jungs,03-31-2007,03-28-2007,4628278,1286,0.11,141.42,51612
1567,,eddy,093203,jungs,03-31-2007,03-29-2007,306,0,0.11,0.01,51612
1568,,eddy,093203,jungs,03-31-2007,03-30-2007,16440126,4567,0.11,502.34,51612
1569,,eddy,093203,jungs,03-31-2007,03-31-2007,35080700,9745,0.11,1071.91,51612
1570,,eddy,093203,kolbed,03-31-2007,03-12-2007,37191,10,0.11,1.14,51612
1571,,eddy,093203,kolbed,03-31-2007,03-14-2007,43452,12,0.11,1.33,51612
1572,,eddy,093203,nawrockie,03-31-2007,03-01-2007,584539,162,0.11,17.86,51612
1573,,eddy,093203,nawrockie,03-31-2007,03-02-2007,97242,27,0.11,2.97,51612
1574,,eddy,093203,nawrockie,03-31-2007,03-05-2007,281451,78,0.11,8.60,51612
1575,,eddy,093203,nawrockie,03-31-2007,03-06-2007,14894,4,0.11,0.46,51612
1576,,eddy,093203,nawrockie,03-31-2007,03-08-2007,47980,13,0.11,1.47,51612
1577,,eddy,093203,nawrockie,03-31-2007,03-12-2007,537394,149,0.11,16.42,51612
1578,,eddy,093203,nawrockie,03-31-2007,03-13-2007,447790,124,0.11,13.68,51612
1579,,eddy,093203,nawrockie,03-31-2007,03-16-2007,90214,25,0.11,2.76,51612
1580,,eddy,093203,nawrockie,03-31-2007,03-18-2007,6094859,1693,0.11,186.23,51612
1581,,eddy,093203,nawrockie,03-31-2007,03-19-2007,19394,5,0.11,0.59,51612
1582,,eddy,093203,nawrockie,03-31-2007,03-22-2007,351091,98,0.11,10.73,51612
1583,,eddy,093203,nawrockie,03-31-2007,03-26-2007,338745,94,0.11,10.35,51612
1584,,eddy,093203,nawrockie,03-31-2007,03-27-2007,265708,74,0.11,8.12,51612
1585,,eddy,093203,nawrockie,03-31-2007,03-28-2007,123317,34,0.11,3.77,51612
1586,,eddy,093203,nawrockie,03-31-2007,03-29-2007,9000181,2500,0.11,275.01,51612
1587,,eddy,093203,nawrockie,03-31-2007,03-30-2007,90858,25,0.11,2.78,51612
1588,,eddy,093203,nawrockie,03-31-2007,03-31-2007,37472,10,0.11,1.15,51612
1589,,eddy,093203,rivase,03-31-2007,03-01-2007,1946716,541,0.11,59.48,51612
1590,,eddy,093203,rivase,03-31-2007,03-02-2007,5137209,1427,0.11,156.97,51612
1591,,eddy,093203,rivase,03-31-2007,03-03-2007,2010844,559,0.11,61.44,51612
1592,,eddy,093203,rivase,03-31-2007,03-04-2007,2106012,585,0.11,64.35,51612
1593,,eddy,093203,rivase,03-31-2007,03-05-2007,4739668,1317,0.11,144.82,51612
1594,,eddy,093203,rivase,03-31-2007,03-06-2007,28514,8,0.11,0.87,51612
1595,,eddy,093203,rivase,03-31-2007,03-07-2007,4719915,1311,0.11,144.22,51612
1596,,eddy,093203,rivase,03-31-2007,03-08-2007,5270008,1464,0.11,161.03,51612
1597,,eddy,093203,rivase,03-31-2007,03-09-2007,3457144,960,0.11,105.64,51612
1598,,looger,093209,loogerl,03-31-2007,03-01-2007,216,0,0.11,0.01,51612
1599,,looger,093209,loogerl,03-31-2007,03-06-2007,275,0,0.11,0.01,51612
1600,,looger,093209,loogerl,03-31-2007,03-07-2007,1698,0,0.11,0.05,51612
1601,,looger,093209,loogerl,03-31-2007,03-16-2007,683,0,0.11,0.02,51612
1602,,looger,093209,loogerl,03-31-2007,03-18-2007,721,0,0.11,0.02,51612
1603,,looger,093209,loogerl,03-31-2007,03-19-2007,4502,1,0.11,0.14,51612
1604,,looger,093209,loogerl,03-31-2007,03-21-2007,1359,0,0.11,0.04,51612
1605,,looger,093209,loogerl,03-31-2007,03-22-2007,1755,0,0.11,0.05,51612
1606,,looger,093209,loogerl,03-31-2007,03-23-2007,67,0,0.11,0.00,51612
1607,,looger,093209,loogerl,03-31-2007,03-26-2007,5756,2,0.11,0.18,51612
1608,,looger,093209,loogerl,03-31-2007,03-27-2007,50922,14,0.11,1.56,51612
1609,,looger,093209,loogerl,03-31-2007,03-28-2007,3999,1,0.11,0.12,51612
1610,,rivas,093301,rivase,03-31-2007,03-10-2007,2539848,706,0.11,77.61,51612
1611,,rivas,093301,rivase,03-31-2007,03-11-2007,2026914,563,0.11,61.93,51612
1612,,rivas,093301,rivase,03-31-2007,03-12-2007,1282923,356,0.11,39.20,51612
1613,,rivas,093301,rivase,03-31-2007,03-13-2007,1113232,309,0.11,34.02,51612
1614,,rivas,093301,rivase,03-31-2007,03-14-2007,2161845,601,0.11,66.06,51612
1615,,rivas,093301,rivase,03-31-2007,03-15-2007,2194900,610,0.11,67.07,51612
1616,,rivas,093301,rivase,03-31-2007,03-16-2007,5620020,1561,0.11,171.72,51612
1617,,rivas,093301,rivase,03-31-2007,03-17-2007,7977846,2216,0.11,243.77,51612
1618,,rivas,093301,rivase,03-31-2007,03-18-2007,7478496,2077,0.11,228.51,51612
1619,,rivas,093301,rivase,03-31-2007,03-19-2007,8638187,2400,0.11,263.95,51612
1620,,rivas,093301,rivase,03-31-2007,03-20-2007,13613547,3782,0.11,415.97,51612
1621,,rivas,093301,rivase,03-31-2007,03-21-2007,12112101,3364,0.11,370.09,51612
1622,,rivas,093301,rivase,03-31-2007,03-22-2007,6330610,1759,0.11,193.44,51612
1623,,rivas,093301,rivase,03-31-2007,03-23-2007,5096133,1416,0.11,155.71,51612
1624,,rivas,093301,rivase,03-31-2007,03-24-2007,25324433,7035,0.11,773.80,51612
1625,,rivas,093301,rivase,03-31-2007,03-27-2007,5139,1,0.11,0.16,51612
1626,,rivas,093301,rivase,03-31-2007,03-28-2007,356,0,0.11,0.01,51612
1627,,eisenberg,016911,sawayam,04-30-2007,04-12-2007,0,0,0.11,0.00,51612
1628,,summers,076100,cheny,04-30-2007,04-01-2007,1,0,0.11,0.00,51612
1629,,summers,076100,cheny,04-30-2007,04-03-2007,1,0,0.11,0.00,51612
1640,,myers,093201,pengh,04-30-2007,04-06-2007,7214244,2004,0.11,220.44,51612
1641,,myers,093201,pengh,04-30-2007,04-25-2007,6635,2,0.11,0.20,51612
1642,,myers,093201,pengh,04-30-2007,04-26-2007,43298,12,0.11,1.32,51612
1643,,myers,093201,pengh,04-30-2007,04-27-2007,17602,5,0.11,0.54,51612
1644,,myers,093201,pengh,04-30-2007,04-28-2007,42481,12,0.11,1.30,51612
1645,,eddy,093203,coventrya,04-30-2007,04-25-2007,6605,2,0.11,0.20,51612
1646,,eddy,093203,coventrya,04-30-2007,04-26-2007,32567,9,0.11,1.00,51612
1647,,eddy,093203,coventrya,04-30-2007,04-28-2007,12613,4,0.11,0.39,51612
1648,,eddy,093203,eddys,04-30-2007,04-20-2007,8,0,0.11,0.00,51612
1649,,eddy,093203,eddys,04-30-2007,04-21-2007,11,0,0.11,0.00,51612
1650,,eddy,093203,eddys,04-30-2007,04-22-2007,611,0,0.11,0.02,51612
1651,,eddy,093203,eddys,04-30-2007,04-23-2007,72800,20,0.11,2.22,51612
1652,,eddy,093203,eddys,04-30-2007,04-24-2007,134804,37,0.11,4.12,51612
1653,,eddy,093203,eddys,04-30-2007,04-26-2007,123425,34,0.11,3.77,51612
1654,,eddy,093203,jonest,04-30-2007,04-22-2007,96,0,0.11,0.00,51612
1655,,eddy,093203,jonest,04-30-2007,04-23-2007,34547,10,0.11,1.06,51612
1656,,eddy,093203,jonest,04-30-2007,04-26-2007,239714,67,0.11,7.32,51612
1657,,eddy,093203,jungs,04-30-2007,04-01-2007,79497581,22083,0.11,2429.09,51612
1658,,eddy,093203,jungs,04-30-2007,04-02-2007,8335670,2315,0.11,254.70,51612
1659,,eddy,093203,jungs,04-30-2007,04-03-2007,905206,251,0.11,27.66,51612
1660,,eddy,093203,jungs,04-30-2007,04-04-2007,70405,20,0.11,2.15,51612
1661,,eddy,093203,jungs,04-30-2007,04-10-2007,5463326,1518,0.11,166.93,51612
1662,,eddy,093203,jungs,04-30-2007,04-11-2007,18637795,5177,0.11,569.49,51612
1663,,eddy,093203,jungs,04-30-2007,04-12-2007,12945865,3596,0.11,395.57,51612
1664,,eddy,093203,jungs,04-30-2007,04-13-2007,53115086,14754,0.11,1622.96,51612
1665,,eddy,093203,jungs,04-30-2007,04-14-2007,92485340,25690,0.11,2825.94,51612
1666,,eddy,093203,jungs,04-30-2007,04-15-2007,44500474,12361,0.11,1359.74,51612
1667,,eddy,093203,jungs,04-30-2007,04-16-2007,72835600,20232,0.11,2225.53,51612
1668,,eddy,093203,jungs,04-30-2007,04-17-2007,69573929,19326,0.11,2125.87,51612
1669,,eddy,093203,jungs,04-30-2007,04-18-2007,53465209,14851,0.11,1633.66,51612
1670,,eddy,093203,jungs,04-30-2007,04-19-2007,16034515,4454,0.11,489.94,51612
1671,,eddy,093203,jungs,04-30-2007,04-20-2007,72208784,20058,0.11,2206.38,51612
1672,,eddy,093203,jungs,04-30-2007,04-21-2007,55211245,15336,0.11,1687.01,51612
1673,,eddy,093203,jungs,04-30-2007,04-23-2007,2920919,811,0.11,89.25,51612
1674,,eddy,093203,jungs,04-30-2007,04-24-2007,3104,1,0.11,0.09,51612
1675,,eddy,093203,jungs,04-30-2007,04-25-2007,2214109,615,0.11,67.65,51612
1676,,eddy,093203,jungs,04-30-2007,04-26-2007,16286400,4524,0.11,497.64,51612
1677,,eddy,093203,jungs,04-30-2007,04-27-2007,33749256,9375,0.11,1031.23,51612
1678,,eddy,093203,jungs,04-30-2007,04-28-2007,62194578,17276,0.11,1900.39,51612
1679,,eddy,093203,jungs,04-30-2007,04-29-2007,32264004,8962,0.11,985.84,51612
1680,,eddy,093203,jungs,04-30-2007,04-30-2007,7840069,2178,0.11,239.56,51612
1681,,eddy,093203,nawrockie,04-30-2007,04-01-2007,145657,40,0.11,4.45,51612
1682,,eddy,093203,nawrockie,04-30-2007,04-02-2007,2702038,751,0.11,82.56,51612
1683,,eddy,093203,nawrockie,04-30-2007,04-03-2007,15488561,4302,0.11,473.26,51612
1684,,eddy,093203,nawrockie,04-30-2007,04-04-2007,254020,71,0.11,7.76,51612
1685,,eddy,093203,nawrockie,04-30-2007,04-06-2007,159349,44,0.11,4.87,51612
1686,,eddy,093203,nawrockie,04-30-2007,04-09-2007,240828,67,0.11,7.36,51612
1687,,eddy,093203,nawrockie,04-30-2007,04-10-2007,443,0,0.11,0.01,51612
1688,,eddy,093203,nawrockie,04-30-2007,04-11-2007,10398,3,0.11,0.32,51612
1689,,eddy,093203,nawrockie,04-30-2007,04-12-2007,194205,54,0.11,5.93,51612
1690,,eddy,093203,nawrockie,04-30-2007,04-13-2007,235099,65,0.11,7.18,51612
1691,,eddy,093203,nawrockie,04-30-2007,04-19-2007,105154,29,0.11,3.21,51612
1692,,eddy,093203,nawrockie,04-30-2007,04-23-2007,110,0,0.11,0.00,51612
1693,,eddy,093203,nawrockie,04-30-2007,04-24-2007,11254,3,0.11,0.34,51612
1694,,eddy,093203,nawrockie,04-30-2007,04-25-2007,1747279,485,0.11,53.39,51612
1695,,eddy,093203,nawrockie,04-30-2007,04-26-2007,78749,22,0.11,2.41,51612
1696,,eddy,093203,nawrockie,04-30-2007,04-27-2007,784498,218,0.11,23.97,51612
1697,,eddy,093203,nawrockie,04-30-2007,04-29-2007,45613,13,0.11,1.39,51612
1698,,eddy,093203,nawrockie,04-30-2007,04-30-2007,678376,188,0.11,20.73,51612
1699,,chklovskii,093208,mishchenkoy,04-30-2007,04-26-2007,12887,4,0.11,0.39,51612
1700,,chklovskii,093208,mishchenkoy,04-30-2007,04-28-2007,9648,3,0.11,0.29,51612
1701,,chklovskii,093208,mishchenkoy,04-30-2007,04-30-2007,361490,100,0.11,11.05,51612
1702,,looger,093209,loogerl,04-30-2007,04-05-2007,597,0,0.11,0.02,51612
1703,,looger,093209,loogerl,04-30-2007,04-06-2007,15083,4,0.11,0.46,51612
1704,,looger,093209,loogerl,04-30-2007,04-08-2007,30717,9,0.11,0.94,51612
1705,,looger,093209,loogerl,04-30-2007,04-09-2007,67432,19,0.11,2.06,51612
1706,,looger,093209,loogerl,04-30-2007,04-10-2007,28592,8,0.11,0.87,51612
1707,,looger,093209,loogerl,04-30-2007,04-11-2007,18422,5,0.11,0.56,51612
1708,,looger,093209,loogerl,04-30-2007,04-12-2007,37057,10,0.11,1.13,51612
1709,,looger,093209,loogerl,04-30-2007,04-13-2007,857,0,0.11,0.03,51612
1710,,looger,093209,loogerl,04-30-2007,04-15-2007,551,0,0.11,0.02,51612
1711,,looger,093209,loogerl,04-30-2007,04-17-2007,583,0,0.11,0.02,51612
1712,,looger,093209,loogerl,04-30-2007,04-18-2007,5160,1,0.11,0.16,51612
1713,,looger,093209,loogerl,04-30-2007,04-19-2007,1057,0,0.11,0.03,51612
1714,,looger,093209,loogerl,04-30-2007,04-20-2007,22081,6,0.11,0.67,51612
1715,,looger,093209,loogerl,04-30-2007,04-23-2007,1683,0,0.11,0.05,51612
1716,,looger,093209,marvinj,04-30-2007,04-17-2007,1,0,0.11,0.00,51612
1717,,rivas,093301,rivase,04-30-2007,04-05-2007,274017,76,0.11,8.37,51612
1718,,rivas,093301,rivase,04-30-2007,04-06-2007,9570764,2659,0.11,292.44,51612
1719,,rivas,093301,rivase,04-30-2007,04-11-2007,32985,9,0.11,1.01,51612
1720,,rivas,093301,rivase,04-30-2007,04-13-2007,1513933,421,0.11,46.26,51612
1721,,rivas,093301,rivase,04-30-2007,04-14-2007,80604,22,0.11,2.46,51612
1722,,rivas,093301,rivase,04-30-2007,04-15-2007,5083658,1412,0.11,155.33,51612
1723,,rivas,093301,rivase,04-30-2007,04-16-2007,6621161,1839,0.11,202.31,51612
1724,,rivas,093301,rivase,04-30-2007,04-17-2007,8301400,2306,0.11,253.65,51612
1725,,rivas,093301,rivase,04-30-2007,04-18-2007,5449717,1514,0.11,166.52,51612
1726,,rivas,093301,rivase,04-30-2007,04-19-2007,1916374,532,0.11,58.56,51612
1727,,rivas,093301,rivase,04-30-2007,04-23-2007,94554,26,0.11,2.89,51612
1728,,rivas,093301,rivase,04-30-2007,04-24-2007,1444177,401,0.11,44.13,51612
1729,,rivas,093301,rivase,04-30-2007,04-25-2007,3896287,1082,0.11,119.05,51612
1730,,rivas,093301,rivase,04-30-2007,04-26-2007,9249444,2569,0.11,282.62,51612
1731,,rivas,093301,rivase,04-30-2007,04-27-2007,13458092,3738,0.11,411.22,51612
1732,,rivas,093301,rivase,04-30-2007,04-28-2007,10320004,2867,0.11,315.33,51612
1733,,rivas,093301,rivase,04-30-2007,04-29-2007,24418409,6783,0.11,746.12,51612
1734,,rivas,093301,rivase,04-30-2007,04-30-2007,61654801,17126,0.11,1883.90,51612
1738,,eisenberg,016911,goldschmidtl,05-31-2007,05-10-2007,20678,6,0.11,0.63,51612
1739,,eisenberg,016911,goldschmidtl,05-31-2007,05-11-2007,16111,4,0.11,0.49,51612
1740,,eisenberg,016911,goldschmidtl,05-31-2007,05-12-2007,1077422,299,0.11,32.92,51612
1741,,eisenberg,016911,goldschmidtl,05-31-2007,05-13-2007,10867400,3019,0.11,332.06,51612
1742,,eisenberg,016911,goldschmidtl,05-31-2007,05-14-2007,6782218,1884,0.11,207.23,51612
1743,,eisenberg,016911,goldschmidtl,05-31-2007,05-15-2007,1743494,484,0.11,53.27,51612
1744,,eisenberg,016911,goldschmidtl,05-31-2007,05-16-2007,1047622,291,0.11,32.01,51612
1745,,eisenberg,016911,goldschmidtl,05-31-2007,05-17-2007,2193885,609,0.11,67.04,51612
1746,,eisenberg,016911,goldschmidtl,05-31-2007,05-18-2007,2030449,564,0.11,62.04,51612
1747,,eisenberg,016911,goldschmidtl,05-31-2007,05-19-2007,376509,105,0.11,11.50,51612
1748,,eisenberg,016911,goldschmidtl,05-31-2007,05-20-2007,1751916,487,0.11,53.53,51612
1749,,eisenberg,016911,goldschmidtl,05-31-2007,05-21-2007,1096462,305,0.11,33.50,51612
1750,,eisenberg,016911,goldschmidtl,05-31-2007,05-29-2007,940615,261,0.11,28.74,51612
1751,,eisenberg,016911,goldschmidtl,05-31-2007,05-30-2007,3929680,1092,0.11,120.07,51612
1752,,eisenberg,016911,goldschmidtl,05-31-2007,05-31-2007,1168703,325,0.11,35.71,51612
1753,,summers,076100,cheny,05-31-2007,05-10-2007,985,0,0.11,0.03,51612
1754,,summers,076100,cheny,05-31-2007,05-14-2007,28899,8,0.11,0.88,51612
1755,,summers,076100,cheny,05-31-2007,05-16-2007,151361,42,0.11,4.62,51612
1756,,summers,076100,cheny,05-31-2007,05-17-2007,8646,2,0.11,0.26,51612
1757,,summers,076100,cheny,05-31-2007,05-22-2007,428892,119,0.11,13.11,51612
1767,,myers,093201,pengh,05-31-2007,05-01-2007,191,0,0.11,0.01,51612
1768,,myers,093201,pengh,05-31-2007,05-02-2007,42170,12,0.11,1.29,51612
